
1000,2021-05-26 12:54:24.595484,Ch0,37248,1.882059967956054,Ch1,40832,2.0496406500343327,Ch2,32384,1.6274662394140536,Ch3,30848,1.5468986037994965,Ch4,41088,2.0689768825818264
1001,2021-05-26 12:54:25.631179,Ch0,37440,1.8788372625314715,Ch1,40832,2.052863355458915,Ch2,32512,1.633911650263218,Ch3,30784,1.553344014648661,Ch4,41152,2.072199588006409
1002,2021-05-26 12:54:26.698970,Ch0,37440,1.8852826733806363,Ch1,40832,2.052863355458915,Ch2,32576,1.6403570611123826,Ch3,30976,1.5565667200732431,Ch4,41152,2.072199588006409
1003,2021-05-26 12:54:27.770320,Ch0,37376,1.8917280842298008,Ch1,40704,2.0496406500343327,Ch2,32512,1.6371343556878002,Ch3,30912,1.5597894254978255,Ch4,41216,2.072199588006409
1004,2021-05-26 12:54:28.847376,Ch0,37440,1.8852826733806363,Ch1,40640,2.043195239185168,Ch2,32576,1.6371343556878002,Ch3,31040,1.5565667200732431,Ch4,41280,2.072199588006409
1005,2021-05-26 12:54:29.920392,Ch0,37504,1.8788372625314715,Ch1,40704,2.0496406500343327,Ch2,32640,1.6468024719615473,Ch3,31040,1.5597894254978255,Ch4,41024,2.0593087663080794
1006,2021-05-26 12:54:30.991635,Ch0,37632,1.8885053788052186,Ch1,40832,2.0560860608834974,Ch2,31936,1.6081300068665596,Ch3,31104,1.5694575417715724,Ch4,40960,2.065754177157244
1007,2021-05-26 12:54:32.064889,Ch0,37632,1.8981734950789653,Ch1,40704,2.0464179446097504,Ch2,31744,1.5952391851682308,Ch3,31040,1.56623483634699,Ch4,41088,2.0689768825818264
1008,2021-05-26 12:54:33.141383,Ch0,37696,1.8949507896543831,Ch1,40768,2.0560860608834974,Ch2,31296,1.5694575417715724,Ch3,30976,1.5630121309224079,Ch4,40960,2.062531471732662
1009,2021-05-26 12:54:34.208538,Ch0,35712,1.7982696269169145,Ch1,38976,1.9658503089951933,Ch2,32256,1.6274662394140536,Ch3,30720,1.5501213092240786,Ch4,41472,2.085090409704738
1010,2021-05-26 12:54:35.286435,Ch0,37184,1.872391851682307,Ch1,40256,2.0270817120622566,Ch2,30976,1.5565667200732431,Ch3,31232,1.5694575417715724,Ch4,40256,2.0206363012130923
1011,2021-05-26 12:54:36.356671,Ch0,37440,1.882059967956054,Ch1,40384,2.033527122911421,Ch2,30976,1.5597894254978255,Ch3,31360,1.5791256580453192,Ch4,40448,2.043195239185168
1012,2021-05-26 12:54:37.434751,Ch0,37504,1.8852826733806363,Ch1,40448,2.033527122911421,Ch2,30976,1.5630121309224079,Ch3,31232,1.5726802471961545,Ch4,40576,2.039972533760586
1013,2021-05-26 12:54:38.514518,Ch0,37568,1.8885053788052186,Ch1,40320,2.033527122911421,Ch2,30976,1.5565667200732431,Ch3,31232,1.5759029526207369,Ch4,40512,2.043195239185168
1014,2021-05-26 12:54:39.587388,Ch0,37632,1.8852826733806363,Ch1,40448,2.033527122911421,Ch2,30976,1.5597894254978255,Ch3,31360,1.5823483634699016,Ch4,40640,2.0464179446097504
1015,2021-05-26 12:54:40.662736,Ch0,37568,1.8885053788052186,Ch1,40384,2.033527122911421,Ch2,31040,1.5597894254978255,Ch3,31488,1.5823483634699016,Ch4,40640,2.043195239185168
1016,2021-05-26 12:54:41.742076,Ch0,37632,1.8917280842298008,Ch1,40448,2.039972533760586,Ch2,30912,1.5597894254978255,Ch3,31104,1.5694575417715724,Ch4,40512,2.039972533760586
1017,2021-05-26 12:54:42.791791,Ch0,37568,1.8852826733806363,Ch1,40448,2.0496406500343327,Ch2,31104,1.56623483634699,Ch3,31360,1.5759029526207369,Ch4,40640,2.0464179446097504
1018,2021-05-26 12:54:43.870085,Ch0,37504,1.8852826733806363,Ch1,40576,2.0367498283360037,Ch2,31040,1.5694575417715724,Ch3,31296,1.5726802471961545,Ch4,40640,2.0496406500343327
1019,2021-05-26 12:54:44.941328,Ch0,37376,1.8917280842298008,Ch1,40640,2.039972533760586,Ch2,31168,1.5694575417715724,Ch3,31360,1.5791256580453192,Ch4,40960,2.0689768825818264
